Year,Access to electricity (% of population),Access to clean fuels for cooking (% of population),Renewable electricity Generating Capacity per capita,Financial flows to developing countries (US $),Renewable energy share in the total final energy consumption (%),Electricity from fossil fuels (TWh),Electricity from nuclear (TWh),Electricity from renewables (TWh),Low-carbon electricity (% electricity),Primary energy consumption per capita (kWh/person),Energy intensity level of primary energy (MJ/$2017 PPP GDP),CO2 emissions value by country (kT),Renewables (% equivalent primary energy),GDP growth,GDP per capita
2003,100.0,100.0,27.37,5665000.0,0.5,23.83,0.0,0.1,0.41788548,39338.19,0.21,10500.0,6.290766,0.053419805,19557.12025
2004,100.0,100.0,27.4,5665000.0,0.5,23.99,0.0,0.14,0.58019066,40723.62,0.18,10500.0,6.290766,8.748676927,20988.99233
2005,100.0,100.0,38.0,5665000.0,0.56,24.82,0.0,0.14,0.56089747,39564.49,0.18,10500.0,6.290766,-1.986938733,21959.3227
2006,100.0,100.0,39.19,5665000.0,0.48,23.69,0.0,0.14,0.58749473,36062.957,0.2,10500.0,6.290766,-1.409414024,22935.94116
2007,100.0,100.0,45.35,5665000.0,0.49,22.14,0.0,0.16,0.7174888,34952.594,0.21,10500.0,6.290766,-1.16280669,23664.88235
2008,100.0,100.0,43.24,5665000.0,0.51,20.76,0.0,0.16,0.7648184,32875.305,0.23,10500.0,6.290766,-1.84413425,24898.33459
2009,100.0,100.0,44.43,5665000.0,0.52,20.53,0.0,0.17,0.821256,30928.209,0.22,10500.0,6.290766,-1.952425142,25768.72589
2010,100.0,100.0,43.1,5665000.0,0.69,20.74,0.0,0.16,0.76555026,26371.678,0.23,10500.0,6.290766,-0.413254118,26435.74879
2011,100.0,100.0,43.34,5665000.0,0.66,19.87,0.0,0.15,0.74925077,28760.348,0.22,10500.0,6.290766,-0.358510628,27278.88305
2012,100.0,100.0,58.85,5665000.0,0.53,21.08,0.0,0.12,0.5660377,30574.373,0.39,10500.0,6.290766,0.02927511,27944.73389
2013,100.0,100.0,80.23,5665000.0,1.38,20.2,0.0,0.29,1.4153246,27237.188,0.47,10500.0,6.290766,-0.306826657,28513.16574
2014,100.0,100.0,85.72,5665000.0,1.65,20.07,0.0,0.35,1.7140058,26354.953,0.49,10500.0,6.290766,-1.190363454,28981.45733
2015,100.0,100.0,93.57,5665000.0,1.86,20.03,0.0,0.38,1.8618325,26833.928,0.47,10500.0,6.290766,-1.049443651,29763.4883
2016,100.0,100.0,110.08,5665000.0,1.89,20.57,0.0,0.39,1.8606871,25580.963,0.53,10500.0,6.290766,-1.263002925,30627.1634
2017,100.0,100.0,116.69,5665000.0,2.26,16.32,0.0,0.37,2.2168963,25320.355,0.42,10500.0,6.290766,-2.885954759,31108.76057
2019,100.0,100.0,126.27,5665000.0,2.42,16.8,0.0,0.46,2.6651216,24532.93,0.63,10500.0,6.290766,1.484814635,32850.54861
2020,100.0,100.0,126.71,5665000.0,23.3,16.67,0.0,0.47,2.7421238,21459.73,4.3,10500.0,6.290766,-3.903305193,32290.92114
2000,100.0,72.4,32.91,5665000.0,16.37,31.32,5.46,14.78,39.255234,19175.828,5.58,89020.0,10.396162,2.461263459,1659.90764
2001,100.0,73.4,32.91,5665000.0,13.39,33.18,5.45,14.92,38.03922,19502.389,5.4,95230.0,10.312889,5.218136257,1825.179805
2002,100.0,74.2,32.91,5665000.0,14.4,32.86,5.51,16.05,39.61779,20380.363,5.28,93739.99786,10.615109,5.70299165,2119.882673
2003,100.0,75.6,32.91,5665000.0,15.67,36.67,4.91,13.26,33.13275,20540.846,5.38,98139.99939,8.716783,2.341147329,2679.41191
2004,100.0,77.0,32.91,5665000.0,17.28,34.43,5.55,16.51,39.05116,21481.434,4.74,95349.99847,10.407817,10.42811302,3494.944517
2005,100.0,78.0,32.91,5665000.0,18.47,33.64,5.55,20.22,43.376537,21728.15,4.51,94709.99908,12.629432,4.668148051,4617.929016
2006,100.0,79.1,32.91,5665000.0,17.39,38.71,5.63,18.36,38.261562,22364.223,4.32,99260.00214,11.172654,8.028811076,5757.496429
2007,100.0,80.2,32.91,5665000.0,18.16,37.96,7.71,16.01,38.45655,21750.25,4.01,96730.00336,10.032531,7.233807744,8360.166321
2008,100.0,81.5,32.91,5665000.0,20.4,36.5,11.23,17.22,43.80293,21966.107,3.66,95419.99817,10.699506,9.307467171,10435.04398
2010,100.0,83.2,32.91,5665000.0,24.07,28.69,11.62,20.3,52.664577,19617.842,3.56,77620.00275,14.136739,-3.90123628,8214.076893
2011,100.0,84.3,32.91,5665000.0,21.09,33.93,11.75,16.32,45.274193,20211.152,3.57,84059.99756,11.0333395,1.906067707,9099.217539
2012,100.0,84.8,32.91,5665000.0,21.53,32.38,11.47,14.93,44.91324,19514.234,3.41,81849.99847,10.439118,2.040665131,8507.104775
2013,100.0,85.3,32.91,5665000.0,23.07,26.78,11.62,20.15,54.261314,18270.229,3.0,72089.99634,14.889094,3.770962304,9547.852151
2014,100.0,85.8,32.91,5665000.0,24.31,26.39,11.68,27.12,59.51833,19029.295,2.86,71540.00092,17.897146,3.608723653,10043.67745
2015,100.0,86.2,32.91,5665000.0,23.67,28.09,11.64,26.19,57.38775,19213.441,2.8,73319.99969,18.517511,2.953674037,8969.148921
2016,99.1,86.5,32.91,5665000.0,24.4,26.33,11.29,26.97,59.235176,19323.846,2.67,71589.99634,18.943087,4.702997747,9548.587403
2017,100.0,87.1,32.91,5665000.0,23.35,28.15,11.51,24.29,55.981236,19747.191,2.61,74209.99908,16.684114,7.319448529,10807.00917
2018,100.0,87.1,32.91,5665000.0,23.03,26.87,11.38,26.19,58.302296,20218.59,2.52,75190.00244,17.542227,4.474523775,12398.98198
2019,100.0,87.7,32.91,5665000.0,23.54,23.27,11.28,24.63,60.679283,19839.047,2.38,73949.99695,16.837948,4.188260341,12899.34611
2020,100.0,87.7,32.91,5665000.0,23.3,19.54,11.47,24.61,64.86876,18998.812,4.3,10500.0,17.57964,-3.930454057,12896.08862
2000,6.2,0.2,5.18,150000.0,86.78,0.0,0.0,0.11,100.0,357.7341,7.8,540.0,6.290766,8.37091824,260.6011858
2001,4.572316,0.2,4.99,5665000.0,86.89,0.0,0.0,0.09,99.99999,347.05887,7.19,560.0,6.290766,8.484564136,238.7812778
2003,7.2881646,0.2,4.8,5665000.0,87.3,0.0,0.0,0.12,100.0,338.9526,6.2,550.0000119,6.290766,2.202365531,249.7433131
2004,8.640585,0.1,4.74,5665000.0,87.55,0.01,0.0,0.08,88.888885,318.3206,5.77,560.0000024,6.290766,7.447679676,273.6336903
2005,4.8,0.2,4.65,8140000.0,89.25,0.04,0.0,0.06,60.0,300.62256,6.95,550.0000119,6.290766,9.377899425,331.6901134
2006,11.346226,0.2,4.51,540000.0,90.59,0.12,0.0,0.04,25.0,283.97528,6.54,550.0000119,6.290766,9.227077874,366.8943924
2007,12.704503,0.2,4.44,20650000.0,90.31,0.11,0.0,0.04,26.666666,282.62943,6.31,579.9999833,6.290766,7.633281208,438.6641845
2009,15.445461,0.2,4.23,23370000.0,90.54,0.14,0.0,0.1,41.666668,297.06317,5.73,589.9999738,6.290766,6.248259929,579.726615
2010,9.7,0.2,5.05,2120000.0,90.66,0.16,0.0,0.11,40.740738,324.94382,5.55,600.0000238,6.290766,7.334656108,609.724917
2011,10.8,0.3,5.48,6470000.0,89.64,0.18,0.0,0.13,41.935482,351.94574,5.37,680.0000072,6.290766,7.958406046,668.4946722
2012,17.5,0.3,5.48,720000.0,88.78,0.2,0.0,0.14,41.17647,376.87762,5.14,750.0,6.290766,8.641500169,725.1697703
2013,15.2,0.4,5.73,96720000.0,88.47,0.23,0.0,0.15,39.473686,390.73227,5.08,810.0000024,6.290766,4.719854196,722.8943285
2014,19.8,0.5,6.96,48480000.0,87.95,0.26,0.0,0.21,44.68085,403.42975,4.87,860.0000143,6.290766,6.167166701,743.559038
2015,22.8,0.6,9.6,5665000.0,86.31,0.28,0.0,0.3,51.724144,436.2136,4.58,980.0000191,6.290766,8.856844355,751.0773926
2016,29.37,0.9,10.14,41630000.0,86.23,0.36,0.0,0.31,46.268654,429.51797,4.35,1159.999967,6.290766,5.970744298,744.7607488
2017,34.1,1.1,10.59,81040000.0,85.98,0.4,0.0,0.36,47.368423,458.82095,4.28,1190.000057,6.290766,3.976289694,772.3169891
2018,36.96815,1.4,10.61,15840000.0,84.5,0.49,0.0,0.37,43.023254,491.12625,4.01,1289.999962,6.290766,8.579424541,783.6371628
2019,40.368607,1.9,11.2,1560000.0,77.86,0.55,0.0,0.47,46.078434,525.5729,3.94,1330.000043,6.290766,9.460682482,820.1492886
2020,46.6,2.4,10.92,5665000.0,23.3,0.32,0.0,0.59,64.83516,496.8982,4.3,10500.0,6.290766,-3.355472122,797.8555207
2000,95.28154,100.0,0.0,5665000.0,26.64,0.09,0.0,0.0,0.0,16953.34,3.09,10500.0,6.290766,3.559855155,4578.633208
2001,93.53,100.0,0.0,5665000.0,26.28,0.09,0.0,0.0,0.0,17325.975,3.02,10500.0,6.290766,3.559855155,4578.633208
2002,95.803185,100.0,0.0,5665000.0,24.59,0.1,0.0,0.0,0.0,18841.998,3.23,10500.0,6.290766,3.559855155,4578.633208
2003,96.054985,100.0,0.0,5665000.0,26.62,0.12,0.0,0.0,0.0,18804.082,3.44,10500.0,6.290766,3.559855155,4578.633208
2004,96.303894,100.0,0.0,5665000.0,22.22,0.12,0.0,0.0,0.0,20273.662,3.49,10500.0,6.290766,3.559855155,4578.633208
2005,96.55227,100.0,0.0,5665000.0,25.58,0.13,0.0,0.0,0.0,18827.416,2.98,10500.0,6.290766,3.559855155,4578.633208
2006,96.80252,100.0,0.0,5665000.0,0.01,0.13,0.0,0.0,0.0,19448.727,2.54,10500.0,6.290766,3.559855155,4578.633208
2007,97.05729,100.0,0.0,5665000.0,0.01,0.16,0.0,0.0,0.0,20502.656,2.67,10500.0,6.290766,3.559855155,4578.633208
2008,97.31929,100.0,0.0,360000.0,0.01,0.17,0.0,0.0,0.0,20417.77,2.51,10500.0,6.290766,3.559855155,4578.633208
2009,97.591225,100.0,0.0,5665000.0,0.01,0.17,0.0,0.0,0.0,20836.158,2.68,10500.0,6.290766,3.559855155,4578.633208
2010,99.84339,100.0,44.89,5665000.0,0.97,0.18,0.0,0.0,0.0,20931.088,2.73,10500.0,6.290766,3.559855155,4578.633208
2011,100.0,100.0,44.9,18410000.0,0.92,0.18,0.0,0.0,0.0,21851.84,2.77,10500.0,6.290766,3.559855155,4578.633208
2012,100.0,100.0,44.51,5665000.0,1.31,0.19,0.0,0.01,5.0,21675.412,2.78,10500.0,6.290766,3.559855155,4578.633208
2013,100.0,100.0,50.87,5665000.0,1.38,0.2,0.0,0.01,4.7619047,21579.867,2.64,10500.0,6.290766,3.559855155,4578.633208
2014,100.0,100.0,71.69,5665000.0,1.63,0.2,0.0,0.01,4.7619047,21838.453,2.53,10500.0,6.290766,3.559855155,4578.633208
2015,100.0,100.0,71.09,5665000.0,1.63,0.19,0.0,0.01,5.0,22357.986,2.56,10500.0,6.290766,3.559855155,4578.633208
2016,100.0,100.0,80.19,5665000.0,1.68,0.2,0.0,0.01,4.7619047,22948.984,2.56,10500.0,6.290766,3.559855155,4578.633208
2017,100.0,100.0,79.56,5665000.0,1.6,0.21,0.0,0.0,0.0,22939.45,2.63,10500.0,6.290766,3.559855155,4578.633208
2018,100.0,100.0,78.95,5665000.0,1.6,0.21,0.0,0.01,4.5454545,23219.201,2.59,10500.0,6.290766,3.559855155,4578.633208
2019,100.0,100.0,78.36,5665000.0,1.58,0.21,0.0,0.01,4.5454545,23235.219,2.58,10500.0,6.290766,3.559855155,4578.633208
2020,100.0,100.0,77.83,5665000.0,23.3,0.2,0.0,0.01,4.7619047,19642.783,4.3,10500.0,6.290766,3.559855155,4578.633208
2000,89.387436,86.2,0.0,5665000.0,24.05,0.26,0.0,0.0,0.0,9184.194,3.06,10500.0,6.290766,3.559855155,4578.633208
2001,89.9,87.7,0.0,5665000.0,22.23,0.27,0.0,0.0,0.0,9891.598,3.28,10500.0,6.290766,3.559855155,4578.633208
2002,90.35829,89.1,0.0,5665000.0,21.73,0.27,0.0,0.0,0.0,8871.31,3.22,10500.0,6.290766,3.559855155,4578.633208
2003,90.834694,90.4,0.0,5665000.0,20.02,0.28,0.0,0.0,0.0,9741.581,3.22,10500.0,6.290766,3.559855155,4578.633208
2004,91.30821,91.4,0.0,5665000.0,18.43,0.29,0.0,0.0,0.0,9705.236,3.11,10500.0,6.290766,3.559855155,4578.633208
2005,91.78119,92.3,0.0,5665000.0,18.44,0.3,0.0,0.0,0.0,9942.035,3.07,10500.0,6.290766,3.559855155,4578.633208
2006,92.25604,93.2,0.0,5665000.0,16.94,0.31,0.0,0.0,0.0,9963.842,3.0,10500.0,6.290766,3.559855155,4578.633208
2007,92.73542,93.9,0.0,5665000.0,16.26,0.32,0.0,0.0,0.0,10237.039,2.97,10500.0,6.290766,3.559855155,4578.633208
2008,93.22202,94.4,0.0,5665000.0,15.53,0.33,0.0,0.0,0.0,10455.242,2.84,10500.0,6.290766,3.559855155,4578.633208
2009,93.71857,94.9,0.06,5665000.0,15.08,0.34,0.0,0.0,0.0,10132.104,2.9,10500.0,6.290766,3.559855155,4578.633208
2010,94.2,95.2,0.12,5665000.0,13.22,0.36,0.0,0.0,0.0,10512.177,3.18,10500.0,6.290766,3.559855155,4578.633208
2011,94.75252,95.4,0.11,5665000.0,12.93,0.36,0.0,0.0,0.0,10594.858,2.99,10500.0,6.290766,3.559855155,4578.633208
2012,95.34342,95.4,0.28,5665000.0,12.39,0.36,0.0,0.0,0.0,10486.784,3.0,10500.0,6.290766,3.559855155,4578.633208
2013,95.85738,95.5,0.34,5665000.0,12.1,0.36,0.0,0.0,0.0,10408.478,3.09,10500.0,6.290766,3.559855155,4578.633208
2014,96.43764,95.5,0.56,930000.0,11.72,0.36,0.0,0.0,0.0,10461.293,3.03,10500.0,6.290766,3.559855155,4578.633208
2015,97.03274,95.3,4.24,10000.0,11.52,0.36,0.0,0.0,0.0,10483.141,3.03,10500.0,6.290766,3.559855155,4578.633208
2016,97.63971,95.2,4.64,5665000.0,11.17,0.37,0.0,0.0,0.0,10549.006,2.93,10500.0,6.290766,3.559855155,4578.633208
2017,98.27981,95.0,4.61,9770000.0,10.22,0.38,0.0,0.0,0.0,11386.956,2.95,10500.0,6.290766,3.559855155,4578.633208
2018,98.877396,94.8,21.08,5665000.0,10.22,0.37,0.0,0.0,0.0,10425.025,2.86,10500.0,6.290766,3.559855155,4578.633208
2019,99.50218,94.4,20.98,5665000.0,9.75,0.35,0.0,0.0,0.0,15259.877,2.84,10500.0,6.290766,3.559855155,4578.633208
2020,100.0,94.3,20.89,5665000.0,23.3,0.33,0.0,0.0,0.0,12810.415,4.3,10500.0,6.290766,3.559855155,4578.633208
2000,79.881775,95.6,52.33,5665000.0,8.49,0.06,0.0,0.03,33.333332,6158.8203,2.43,10500.0,6.290766,3.559855155,4578.633208
2001,82.41,95.6,52.27,5665000.0,6.19,0.08,0.0,0.02,20.0,7138.9165,2.82,10500.0,6.290766,3.559855155,4578.633208
2002,82.468124,95.6,52.18,5665000.0,6.07,0.08,0.0,0.02,20.0,7730.994,2.85,10500.0,6.290766,3.559855155,4578.633208
2003,83.75227,95.8,52.07,5665000.0,5.63,0.08,0.0,0.02,20.0,8126.263,2.79,10500.0,6.290766,3.559855155,4578.633208
2004,85.03353,95.6,51.97,5665000.0,5.86,0.09,0.0,0.03,25.0,9015.828,2.94,10500.0,6.290766,3.559855155,4578.633208
2005,86.31426,95.6,51.93,5665000.0,5.81,0.1,0.0,0.03,23.076923,9096.029,2.88,10500.0,6.290766,3.559855155,4578.633208
2006,87.596855,95.7,51.93,5665000.0,5.29,0.1,0.0,0.02,16.666668,9072.749,2.65,10500.0,6.290766,3.559855155,4578.633208
2007,88.79,95.8,51.97,5665000.0,4.71,0.11,0.0,0.02,15.384616,9295.734,2.76,10500.0,6.290766,3.559855155,4578.633208
2008,90.17833,95.75,52.03,360000.0,5.33,0.11,0.0,0.02,15.384616,9347.958,2.53,10500.0,6.290766,3.559855155,4578.633208
2009,91.48262,95.7,52.08,5665000.0,4.1,0.11,0.0,0.02,15.384616,12625.214,3.27,10500.0,6.290766,3.559855155,4578.633208
2010,92.79956,95.6,52.1,5665000.0,5.13,0.11,0.0,0.03,21.428572,9376.506,2.71,10500.0,6.290766,3.559855155,4578.633208
2011,94.13186,95.7,52.16,5665000.0,6.09,0.11,0.0,0.03,21.428572,8740.024,2.68,10500.0,6.290766,3.559855155,4578.633208
2012,95.48222,95.55,52.52,5665000.0,5.02,0.11,0.0,0.03,21.428572,10656.227,2.76,10500.0,6.290766,3.559855155,4578.633208
2013,96.85242,95.6,55.89,10000.0,5.37,0.11,0.0,0.02,15.384616,8768.699,2.58,10500.0,6.290766,3.559855155,4578.633208
2014,98.240425,95.35,55.76,20000.0,3.32,0.12,0.0,0.01,7.692308,9080.616,2.95,10500.0,6.290766,3.559855155,4578.633208
2015,99.64327,95.2,58.55,5665000.0,4.3,0.12,0.0,0.02,14.285714,9347.2705,2.72,10500.0,6.290766,3.559855155,4578.633208
2016,99.80084,95.3,62.49,31690000.0,4.1,0.13,0.0,0.02,13.333333,9374.356,2.74,10500.0,6.290766,3.559855155,4578.633208
2017,99.97771,94.9,62.92,3100000.0,5.29,0.12,0.0,0.02,14.285714,10836.359,2.41,10500.0,6.290766,3.559855155,4578.633208
2018,100.0,94.7,62.7,5665000.0,4.93,0.12,0.0,0.02,14.285714,9998.609,2.67,10500.0,6.290766,3.559855155,4578.633208
2019,100.0,94.5,67.91,5665000.0,5.68,0.12,0.0,0.02,14.285714,8642.675,2.48,10500.0,6.290766,3.559855155,4578.633208
2020,100.0,94.2,67.69,5665000.0,23.3,0.11,0.0,0.04,26.666666,7788.496,4.3,10500.0,6.290766,3.559855155,4578.633208
2000,52.9,0.4,16.31,5665000.0,54.73,0.02,0.0,0.01,33.333336,2032.075,4.52,50.0,6.290766,3.559855155,4578.633208
2001,51.491173,0.4,16.03,1090000.0,55.47,0.02,0.0,0.0,0.0,1865.8683,4.38,50.0,6.290766,3.559855155,524.6698721
2002,52.587242,0.4,15.73,1220000.0,55.34,0.02,0.0,0.01,33.333336,2061.275,4.48,59.99999866,6.290766,2.37687824,577.628404
2003,53.678078,0.5,15.43,0.0,51.81,0.02,0.0,0.01,33.333336,2237.827,4.53,70.0000003,6.290766,6.573476922,678.7379639
2004,54.76602,0.5,15.09,70000.0,48.92,0.03,0.0,0.01,25.0,2468.292,4.64,70.0000003,6.290766,3.832223902,745.3202999
2005,55.853436,0.6,14.73,190000.0,47.94,0.04,0.0,0.0,0.0,2544.832,4.5,79.99999821,6.290766,7.093773747,866.5049956
2006,56.94272,0.7,14.35,5665000.0,47.33,0.03,0.0,0.01,25.0,2640.5337,4.23,79.99999821,6.290766,9.115642105,883.0970413
2007,58.036522,0.8,13.95,5665000.0,47.69,0.03,0.0,0.01,25.0,2680.9502,4.12,79.99999821,6.290766,3.253605149,896.8677913
2008,59.137558,0.9,13.56,5665000.0,46.04,0.04,0.0,0.01,20.0,2823.5872,3.98,90.00000358,6.290766,8.186174056,1098.755219
2009,56.9,1.1,13.19,5665000.0,45.41,0.04,0.0,0.01,20.0,2932.4563,4.02,90.00000358,6.290766,2.426282361,1067.908053
2010,61.372158,1.2,12.86,120000.0,43.76,0.05,0.0,0.0,0.0,3090.176,3.98,100.0000015,6.290766,6.671983657,1090.260763
2011,62.511143,1.3,12.57,260000.0,43.12,0.05,0.0,0.01,16.666668,3131.0225,3.77,100.0000015,6.290766,4.398202015,1254.541598
2012,57.9,1.5,12.31,20000.0,38.89,0.05,0.0,0.01,16.666668,3240.6765,3.95,119.9999973,6.290766,3.14197646,1330.620114
2013,64.84508,1.7,12.41,5060000.0,39.36,0.06,0.0,0.01,14.285714,3176.864,3.85,119.9999973,6.290766,4.814792654,1564.768548
2014,68.6,1.9,12.35,120000.0,39.63,0.07,0.0,0.01,12.5,3116.3354,3.6,119.9999973,6.290766,6.549934955,1770.467688
2015,67.2493,2.1,12.23,350000.0,40.23,0.07,0.0,0.01,12.5,3200.083,3.62,119.9999973,6.290766,3.911337989,1584.775657
2016,69.32052,2.3,12.19,310000.0,39.2,0.08,0.0,0.01,11.111111,3249.4163,3.58,129.9999952,6.290766,4.164768974,1700.097997
2017,74.27,2.6,12.73,10000.0,38.42,0.08,0.0,0.01,11.111111,3250.4734,3.55,140.0000006,6.290766,3.848980918,1813.807434
2018,71.0,2.7,12.58,5665000.0,37.85,0.08,0.0,0.01,11.111111,3149.711,3.49,140.0000006,6.290766,2.945268909,1953.513257
2019,74.9672,3.0,12.34,5665000.0,37.09,0.08,0.0,0.01,11.111111,3418.4949,3.47,150.000006,6.290766,2.210855833,1987.579702
2020,76.55909,3.3,12.11,5665000.0,23.3,0.09,0.0,0.01,10.0,3207.423,4.3,10500.0,6.290766,3.089725555,2157.840446
2000,37.74,34.8,1.05,160000.0,47.52,1.39,0.0,0.05,3.472222,2051.4053,3.95,4060.0,6.290766,3.887210958,613.7323845
2001,38.757618,35.9,1.04,11490000.0,45.83,1.63,0.0,0.05,2.9761906,2183.0105,4.09,4460.0,6.290766,4.310851466,648.4414733
2002,36.8,37.0,1.03,2030000.0,43.76,1.55,0.0,0.24,13.407822,2211.216,4.13,4579.999924,6.290766,0.068696575,681.3118508
2003,41.964134,37.9,1.02,33840000.0,43.66,1.52,0.0,0.38,20.0,2175.09,3.78,4489.999771,6.290766,5.593950945,831.8310403
2004,36.8,38.5,1.0,13420000.0,39.88,1.65,0.0,0.34,17.085426,2244.3047,3.87,5389.999866,6.290766,4.643293937,932.1680954
2005,47.1,38.8,0.99,6640000.0,40.32,1.94,0.0,0.32,14.159292,2270.2583,3.79,5670.000076,6.290766,4.310238526,992.6880581
2006,49.9,38.4,0.98,33410000.0,43.35,1.99,0.0,0.29,12.719298,2172.189,3.72,5570.000172,6.290766,2.330770983,1027.731441
2007,48.36181,37.6,0.97,710000.0,40.01,2.22,0.0,0.24,9.756098,2281.3833,3.88,6199.999809,6.290766,2.827119201,1197.409561
2008,49.972652,36.7,0.96,5665000.0,39.81,2.31,0.0,0.28,10.810811,2277.5132,3.92,6440.000057,6.290766,3.703169064,1403.949385
2009,53.5,35.4,0.96,38090000.0,51.31,2.36,0.0,0.29,10.943396,2122.7695,4.59,6670.000076,6.290766,2.752104485,1308.937808
2010,56.5,33.85,2.23,1090000.0,49.55,2.42,0.0,0.4,14.184398,2142.2065,4.68,7030.00021,6.290766,3.390889253,1271.583281
2011,56.5,32.4,2.29,1440000.0,47.97,2.47,0.0,0.39,13.636364,2183.9285,4.79,7570.000172,6.290766,1.33409108,1366.774501
2012,56.5,30.8,2.31,8590000.0,49.6,2.71,0.0,0.45,14.240506,2091.1333,4.51,7449.999809,6.290766,4.002995551,1317.779802
2013,57.0,29.3,2.32,18400000.0,42.69,2.83,0.0,0.47,14.242424,2117.2896,4.07,8010.000229,6.290766,2.412385276,1372.665779
2014,61.0,28.4,2.4,120000.0,42.53,3.15,0.0,0.49,13.461538,2286.8188,4.15,8569.999695,6.290766,6.224074438,1396.657339
2015,60.5,27.3,2.33,32310000.0,39.11,3.36,0.0,0.53,13.624678,2580.8828,4.19,9289.999962,6.290766,6.367043651,1219.249415
2016,64.5,26.5,4.47,319870000.0,36.72,3.68,0.0,0.49,11.750599,2429.8923,3.93,10130.00011,6.290766,6.356068572,1269.903294
2017,61.7,25.9,8.56,8550000.0,37.93,3.9,0.0,0.58,12.946428,2509.5967,3.65,9800.000191,6.290766,7.407486186,1361.701972
2018,66.0,25.2,10.91,83950000.0,36.15,3.97,0.0,0.7,14.989293,2541.6353,3.48,10180.00031,6.290766,6.209241034,1458.069093
2019,70.4,24.7,15.1,68930000.0,37.2,4.45,0.0,0.72,13.926498,2753.3909,3.67,10619.99989,6.290766,4.402406836,1430.148259
2020,70.36894,24.2,14.69,5665000.0,23.3,4.23,0.0,1.0,19.120459,2532.4126,4.3,10500.0,6.290766,1.499763427,1471.830962
2007,100.0,64.6,32.91,5665000.0,14.03,26.51,0.0,9.46,26.299694,26348.527,6.78,51459.99908,6.290766,6.439525554,5848.476405
2008,100.0,65.3,32.91,5665000.0,15.5,27.26,0.0,9.56,25.964151,26371.516,6.53,49830.00183,6.290766,5.655576622,7101.040141
2009,100.0,66.1,32.91,5665000.0,20.68,27.17,0.0,10.54,27.950146,25290.535,6.05,46869.99893,6.290766,-2.731751989,6169.114195
2010,99.7184,67.4,32.91,5665000.0,20.47,25.53,0.0,11.89,31.774454,26212.14,6.19,47099.99847,6.290766,0.731044553,5735.422857
2011,100.0,67.9,32.91,5665000.0,17.44,29.35,0.0,8.67,22.803787,26607.537,6.29,51229.99954,6.290766,2.036276689,6809.159804
2012,100.0,69.2,32.91,5665000.0,19.47,26.89,0.0,9.3,25.697708,25157.438,5.69,45790.00092,6.290766,-0.681542369,6015.945228
2013,99.92,70.45,32.91,5665000.0,20.03,29.01,0.0,10.22,26.05149,25155.992,5.66,46470.00122,6.290766,2.892636734,6755.073675
2014,99.6608,71.6,32.91,5665000.0,23.25,22.41,0.0,11.03,32.98445,22474.787,5.12,38959.99908,6.290766,-1.58951032,6600.056809
2015,99.9,73.0,32.91,5665000.0,21.24,27.48,0.0,10.11,26.895449,24964.81,5.59,45389.99939,6.290766,1.806059265,5588.980728
2016,100.0,74.4,32.91,5665000.0,20.91,27.75,0.0,10.86,28.127428,25665.121,5.6,46619.99893,6.290766,3.338586765,5765.200762
2017,100.0,75.7,32.91,5665000.0,20.0,27.15,0.0,9.29,25.493963,26359.041,5.61,47340.00015,6.290766,2.101163847,6292.543629
2018,100.0,77.3,32.91,5665000.0,21.05,25.77,0.0,10.9,29.724571,26481.451,5.28,46130.00107,6.290766,4.495121293,7252.401858
2019,99.8,78.6,32.91,5665000.0,21.53,26.35,0.0,10.51,28.513292,26602.787,5.04,45950.00076,6.290766,4.331734906,7417.203649
2020,100.0,79.8,32.91,5665000.0,23.3,27.02,0.0,10.21,27.42412,26211.984,4.3,10500.0,6.290766,-0.944596516,7720.510572
2000,94.08934,100.0,0.0,5665000.0,1.52,0.18,0.0,0.0,0.0,46969.09,2.91,290.0,6.290766,1.514338815,7578.851053
2001,94.401764,100.0,0.0,5665000.0,1.26,0.18,0.0,0.0,0.0,49775.703,3.19,320.0,6.290766,-2.271162762,7663.13708
2002,96.1,100.0,0.0,5665000.0,1.1,0.2,0.0,0.0,0.0,42728.844,3.24,349.999994,6.290766,1.212831267,8331.261997
2004,95.30291,100.0,0.0,5665000.0,0.96,0.21,0.0,0.0,0.0,57886.984,3.83,379.9999952,6.290766,-2.850453659,10176.65871
2005,95.59909,100.0,0.0,5665000.0,0.94,0.22,0.0,0.0,0.0,52008.223,3.51,379.9999952,6.290766,9.005761428,11092.51074
2006,99.0,100.0,0.0,5665000.0,0.95,0.24,0.0,0.0,0.0,54491.8,3.23,389.9999857,6.290766,9.40612788,12014.39987
2007,96.199715,100.0,0.0,5665000.0,1.01,0.25,0.0,0.0,0.0,44175.785,3.07,400.000006,6.290766,10.42143611,12154.82994
2008,96.50952,100.0,0.0,5665000.0,0.91,0.25,0.0,0.0,0.0,47446.145,3.24,419.9999869,6.290766,-2.146892655,11122.86207
2009,96.82926,100.0,0.0,5665000.0,0.83,0.26,0.0,0.0,0.0,50930.008,3.5,449.9999881,6.290766,-1.105245793,9706.95606
2010,97.0,100.0,0.0,5665000.0,0.71,0.28,0.0,0.0,0.0,45371.336,3.26,439.9999976,6.290766,5.954962469,10804.68447
2011,98.147964,100.0,0.0,10000.0,0.85,0.38,0.0,0.0,0.0,38368.945,2.75,409.9999964,6.290766,7.887279597,12189.09516
