Year,Access to electricity (% of population),Access to clean fuels for cooking (% of population),Renewable electricity Generating Capacity per capita,Financial flows to developing countries (US $),Renewable energy share in the total final energy consumption (%),Electricity from fossil fuels (TWh),Electricity from nuclear (TWh),Electricity from renewables (TWh),Low-carbon electricity (% electricity),Primary energy consumption per capita (kWh/person),Energy intensity level of primary energy (MJ/$2017 PPP GDP),CO2 emissions value by country (kT),Renewables (% equivalent primary energy),GDP growth,GDP per capita
2000,1.613591,6.2,9.22,20000.0,44.99,0.16,0.0,0.31,65.95744,302.59482,1.64,760.0,6.290766,3.559855155,4578.633208
2001,4.074574,7.2,8.86,130000.0,45.6,0.09,0.0,0.5,84.745766,236.89185,1.74,730.0,6.290766,3.559855155,4578.633208
2002,9.409158,8.2,8.47,3950000.0,37.83,0.13,0.0,0.56,81.159424,210.86215,1.4,1029.999971,6.290766,3.559855155,179.4265792
2003,14.738506,9.5,8.09,25970000.0,36.66,0.31,0.0,0.63,67.02128,229.96822,1.4,1220.000029,6.290766,8.832277813,190.6838143
2004,20.064968,10.9,7.75,5665000.0,44.24,0.33,0.0,0.56,62.92135,204.23125,1.2,1029.999971,6.290766,1.414117981,211.3820742
2006,30.71869,13.85,7.4,10620000.0,31.89,0.2,0.0,0.64,76.190475,304.4209,1.5,1759.99999,6.290766,5.357403251,263.7336019
2008,42.4,16.7,7.49,16170000.0,21.17,0.19,0.0,0.54,73.9726,607.8335,1.94,3559.999943,6.290766,3.924983822,364.663542
2011,43.22202,21.8,8.13,28690000.0,12.61,0.18,0.0,0.6,76.92309,1436.1143,3.23,8930.000305,6.290766,0.426354785,591.1900302
2013,68.29065,24.8,9.1,268460000.0,16.86,0.22,0.0,0.89,80.180176,1060.7926,2.46,5989.999771,6.290766,5.600744658,624.3154545
2014,89.5,26.1,8.95,6940000.0,18.93,0.16,0.0,1.0,86.2069,868.5762,2.25,4880.000114,6.290766,2.724543364,614.2233424
2015,71.5,27.4,8.79,4890000.0,17.53,0.15,0.0,1.03,87.28814,970.0803,2.37,5949.999809,6.290766,1.45131466,556.0072209
2016,97.7,28.6,9.87,860000.0,19.92,0.15,0.0,1.06,87.603294,862.79114,2.24,5300.000191,6.290766,2.260314201,512.0127781
2017,97.7,29.7,9.79,50330000.0,19.21,0.18,0.0,1.09,85.826775,829.31195,2.3,4780.00021,6.290766,2.647003202,516.6798622
2018,96.616135,30.9,9.55,70100000.0,17.96,0.2,0.0,0.97,82.90598,924.25085,2.44,6070.000172,6.290766,1.189228128,485.6684187
2019,97.7,31.9,9.58,4620000.0,18.51,0.18,0.0,0.89,83.17757,802.61255,2.41,6079.999924,6.290766,3.911603419,494.1793499
2020,97.7,33.2,9.35,5665000.0,23.3,0.12,0.0,0.68,85.0,702.888,4.3,10500.0,6.290766,-2.351100673,516.7478708
2000,100.0,38.2,32.91,5665000.0,23.3,0.14,0.0,4.55,97.01493,9029.4375,4.13,3170.0,6.290766,6.946216585,1126.68334
2001,100.0,40.5,32.91,5665000.0,23.3,0.13,0.0,3.52,96.438354,8635.532,3.89,3230.0,6.290766,8.293312636,1281.659826
2002,100.0,43.2,32.91,5665000.0,23.3,0.16,0.0,3.48,95.60439,9443.555,4.1,3759.99999,6.290766,4.536524157,1425.124219
2003,100.0,46.4,32.91,5665000.0,23.3,0.1,0.0,5.12,98.0843,10756.612,3.8,4070.000172,6.290766,5.528637464,1846.120121
2004,100.0,49.0,32.91,5665000.0,23.3,0.13,0.0,5.41,97.65343,11586.951,3.96,4250.0,6.290766,5.51466791,2373.581292
2005,100.0,51.9,32.91,5665000.0,23.3,0.07,0.0,5.32,98.7013,11545.616,3.75,4030.00021,6.290766,5.526424241,2673.786584
2006,100.0,54.8,32.91,5665000.0,23.3,0.09,0.0,4.95,98.21428,10976.728,3.46,4010.000229,6.290766,5.902659038,2972.742924
2007,100.0,58.1,32.91,5665000.0,23.3,0.07,0.0,2.76,97.526505,9534.874,3.12,4139.999866,6.290766,5.983259523,3595.038057
2008,100.0,60.8,32.91,5665000.0,23.3,0.07,0.0,3.76,98.172325,10499.328,3.01,4079.999924,6.290766,7.500041428,4370.539925
2009,100.0,63.6,32.91,5665000.0,23.3,0.0,0.0,5.2,100.0,11524.428,2.98,4219.99979,6.290766,3.354289352,4114.134899
2010,100.0,66.5,32.91,5665000.0,23.3,0.0,0.0,7.49,100.0,12377.504,2.85,4449.999809,6.290766,3.70693815,4094.348386
2011,100.0,68.9,32.91,5665000.0,23.3,0.06,0.0,4.09,98.554214,10854.649,2.91,4849.999905,6.290766,2.545406145,4437.142612
2012,99.9,71.3,32.91,5665000.0,23.3,0.0,0.0,4.68,100.0,10652.809,2.57,4360.000134,6.290766,1.4172428,4247.630047
2013,100.0,73.15,32.91,5665000.0,23.3,0.0,0.0,6.89,100.0,13392.774,2.96,4440.000057,6.290766,1.00201754,4413.062005
2014,99.95,74.6,32.91,5665000.0,23.3,0.0,0.0,4.68,100.0,11809.461,2.93,4820.000172,6.290766,1.774448855,4578.633208
2015,99.98,76.2,32.91,5665000.0,23.3,0.0,0.0,5.84,100.0,11824.314,2.69,4619.999886,6.290766,2.218726372,3952.802538
2016,99.89,77.8,32.91,5665000.0,23.3,0.0,0.0,7.7,100.0,13823.748,2.68,4480.000019,6.290766,3.314980684,4124.05539
2017,99.89,78.7,32.91,5665000.0,23.3,0.0,0.0,4.48,100.0,12802.36,2.69,5139.999866,6.290766,3.8022274,4531.019374
2018,100.0,79.8,32.91,5665000.0,23.3,0.0,0.0,8.47,100.0,14609.701,2.57,5110.000134,6.290766,4.019359686,5287.663694
2019,100.0,80.7,32.91,5665000.0,23.3,0.0,0.0,5.17,100.0,11585.555,2.5,4829.999924,6.290766,2.113419982,5395.659532
2020,100.0,81.3,32.91,5665000.0,23.3,0.0,0.0,5.31,100.0,11158.003,4.3,10500.0,6.290766,-3.955397927,5246.292306
2000,97.68926,100.0,0.0,5665000.0,0.0,0.14,0.0,0.0,0.0,28457.223,3.13,330.0,6.290766,6.203431254,10872.29295
2002,100.0,100.0,0.0,5665000.0,0.0,0.18,0.0,0.0,0.0,29660.344,3.59,389.9999857,6.290766,1.02744197,10401.05088
2003,97.956825,100.0,0.0,5665000.0,0.0,0.2,0.0,0.0,0.0,30824.252,3.63,409.9999964,6.290766,6.076543688,10797.95106
2004,98.0371,100.0,0.0,5665000.0,0.0,0.21,0.0,0.0,0.0,31622.059,3.57,400.000006,6.290766,5.767028612,11446.96914
2005,92.2,100.0,0.0,5665000.0,0.0,0.23,0.0,0.0,0.0,31734.295,3.4,409.9999964,6.290766,6.473831316,12557.54785
2007,100.0,100.0,0.0,5665000.0,0.0,0.26,0.0,0.0,0.0,33375.836,3.02,460.0000083,6.290766,9.315383163,15622.69287
2008,100.0,100.0,0.0,5665000.0,0.0,0.27,0.0,0.0,0.0,33637.074,3.08,479.9999893,6.290766,-0.014340652,16044.1058
2011,94.55202,100.0,3.36,5665000.0,0.08,0.32,0.0,0.0,0.0,32616.084,4.08,540.0000215,6.290766,-1.958612628,12746.63347
2012,100.0,100.0,3.32,5665000.0,0.15,0.31,0.0,0.0,0.0,33159.37,4.08,699.9999881,6.290766,3.3728662,13272.73494
2013,100.0,100.0,4.37,2580000.0,0.15,0.31,0.0,0.0,0.0,32853.875,4.13,469.9999988,6.290766,-0.600876397,12910.59063
2014,100.0,100.0,4.32,5665000.0,0.14,0.32,0.0,0.0,0.0,33313.0,4.01,479.9999893,6.290766,3.795727613,13501.58092
2015,100.0,100.0,36.34,6970000.0,0.48,0.32,0.0,0.01,3.030303,33830.76,3.98,490.0000095,6.290766,3.825293099,14285.32978
2016,100.0,100.0,37.03,5665000.0,0.6,0.32,0.0,0.0,0.0,34089.41,3.85,500.0,6.290766,5.496459204,15198.74297
2017,100.0,100.0,40.87,19550000.0,0.6,0.32,0.0,0.01,3.030303,32233.041,3.73,500.0,6.290766,3.14432324,15383.5764
2018,100.0,100.0,86.21,5665000.0,0.9,0.32,0.0,0.01,3.030303,33026.227,3.57,509.9999905,6.290766,6.883640817,16679.59166
2019,100.0,100.0,85.47,5665000.0,0.91,0.33,0.0,0.01,2.9411764,33027.516,3.45,519.9999809,6.290766,4.862236166,17376.64968
2000,98.9,79.5,333.66,5665000.0,7.16,2.53,1.84,1.25,54.98221,9270.454,6.79,3560.0,6.290766,5.900000003,622.7409229
2001,100.0,82.2,331.89,7670000.0,5.42,2.62,1.99,0.96,52.962296,9219.866,6.17,3600.0,6.290766,9.599999999,694.4234554
2004,99.18923,89.9,341.15,10320000.0,8.71,1.72,2.2,1.98,70.84745,10294.192,4.52,3759.99999,6.290766,10.5,1191.921006
2008,99.205376,95.0,372.59,100000.0,6.4,1.42,2.27,1.78,74.04023,13250.285,4.13,5690.000057,6.290766,6.9,4010.861381
2010,99.8,96.4,391.73,92450000.0,9.36,1.35,2.29,2.54,78.15534,13351.512,3.89,4340.000153,6.290766,2.2,3218.378299
2011,99.6058,96.8,400.57,960000.0,8.01,2.25,2.36,2.46,68.17539,14139.787,4.06,4940.000057,6.290766,4.699999999,3525.807198
2012,99.62897,97.2,434.48,74170000.0,6.56,3.19,2.12,2.3,58.08147,15057.879,4.15,5719.99979,6.290766,7.200000001,3681.844691
2013,99.42,97.5,445.76,25910000.0,6.77,2.98,2.17,2.15,59.178085,14838.981,3.92,5500.0,6.290766,3.3,3838.17388
2014,99.71,97.6,446.62,9340000.0,7.08,3.09,2.27,1.97,57.84447,15185.13,4.11,5480.000019,6.290766,3.600000001,3986.231624
2015,100.0,97.8,440.7,23250000.0,10.74,2.63,2.57,2.18,64.363144,14124.947,4.12,5340.000153,6.290766,3.199999999,3607.289299
2016,99.8,97.9,448.05,120440000.0,13.15,2.43,2.19,2.33,65.03597,14289.046,3.93,5070.000172,6.290766,0.2,3591.828052
2017,99.7,98.0,452.37,1550000.0,12.56,2.7,2.41,2.25,63.315216,15302.439,3.86,5369.999886,6.290766,7.500000002,3914.527854
2018,99.9,98.0,459.61,27690000.0,11.13,3.17,1.9,2.31,57.04607,15133.982,3.51,5710.000038,6.290766,5.2,4220.540321
2019,100.0,98.0,469.73,72580000.0,10.34,2.86,2.03,2.41,60.821915,16179.096,3.53,6170.000076,6.290766,7.599999999,4604.646324
2012,100.0,100.0,302.25,5665000.0,6.86,0.73,0.0,0.14,16.091953,52292.04,6.83,1349.456,6.290766,-1.369863014,24712.49326
2013,100.0,100.0,306.3,5665000.0,6.89,0.74,0.0,0.15,16.853933,50264.645,3.34,861.745,6.290766,4.198232323,26441.61994
2014,100.0,100.0,355.57,5665000.0,6.93,0.73,0.0,0.16,17.977528,50628.816,3.38,872.746,6.290766,0.3,26893.01151
2015,100.0,100.0,365.16,5665000.0,6.73,0.75,0.0,0.18,19.35484,51778.613,3.28,898.415,6.290766,5.700000876,28396.90842
2016,100.0,100.0,363.32,5665000.0,6.99,0.76,0.0,0.14,15.555556,50017.652,3.16,883.747,6.290766,2.099999586,28452.17061
2017,100.0,100.0,361.61,5665000.0,6.7,0.79,0.0,0.14,15.053763,51509.81,3.13,10500.0,6.290766,1.999999104,29350.80502
2018,100.0,100.0,359.96,5665000.0,8.02,0.76,0.0,0.15,16.483517,49515.113,3.07,10500.0,6.290766,3.559855155,30253.27936
2019,100.0,100.0,358.39,5665000.0,7.48,0.77,0.0,0.15,16.304348,51107.844,3.2,10500.0,6.290766,3.559855155,4578.633208
2020,100.0,100.0,356.86,5665000.0,23.3,0.73,0.0,0.15,17.045456,43496.94,4.3,10500.0,6.290766,3.559855155,4578.633208
2000,100.0,100.0,32.91,5665000.0,26.44,16.41,0.0,43.44,72.58146,48863.28,3.22,63530.0,32.954258,3.375722147,24564.45829
2001,100.0,100.0,32.91,5665000.0,25.53,18.82,0.0,42.24,69.17786,50421.105,3.36,67910.0,30.816513,1.267168189,24537.51426
2002,100.0,100.0,32.91,5665000.0,24.68,18.79,0.0,41.9,69.03938,50254.64,3.33,69370.00275,30.325117,1.651553922,26401.74546
2003,100.0,100.0,32.91,5665000.0,22.56,22.82,0.0,35.24,60.695835,50523.203,3.48,74459.99908,25.140518,0.941470921,32222.89724
2004,100.0,100.0,32.91,5665000.0,23.17,22.31,0.0,39.62,63.975456,51139.312,3.44,75800.00305,27.633785,2.735120222,36821.52147
2005,100.0,100.0,32.91,5665000.0,24.41,23.61,0.0,40.88,63.389675,51714.72,3.47,76239.99786,27.94786,2.244065325,38403.13388
2006,100.0,100.0,32.91,5665000.0,26.64,21.62,0.0,40.66,65.285805,50921.684,3.38,74099.99847,28.59121,3.454041836,40635.28182
2007,100.0,100.0,32.91,5665000.0,28.99,19.74,0.0,43.17,68.62184,49669.195,3.2,71239.99786,30.98061,3.727415301,46855.77175
2008,100.0,100.0,32.91,5665000.0,29.68,19.97,0.0,44.53,69.03876,50475.008,3.18,70730.00336,31.345478,1.460423676,51708.76575
2009,100.0,100.0,32.91,5665000.0,31.31,19.12,0.0,47.18,71.161385,48765.184,3.14,64419.99817,34.322514,-3.764578178,47963.1794
2010,100.0,100.0,32.91,5665000.0,31.15,22.92,0.0,44.99,66.24944,50240.96,3.29,69959.99908,31.605642,1.837093677,46858.04327
2011,100.0,100.0,32.91,5665000.0,31.64,21.35,0.0,40.91,65.70832,47200.484,3.1,68269.99664,30.720795,2.922797284,51374.95841
2012,100.0,100.0,32.91,5665000.0,34.38,17.37,0.0,51.33,74.71616,49174.594,3.07,65110.00061,35.929344,0.680445577,48567.69529
2013,100.0,100.0,32.91,5665000.0,34.59,14.09,0.0,50.5,78.185486,48493.574,3.1,65750.0,35.266674,0.025504712,50716.70871
2014,100.0,100.0,32.91,5665000.0,35.67,11.42,0.0,50.2,81.46706,46196.465,2.97,62049.99924,36.640297,0.661272849,51717.49594
2015,100.0,100.0,32.91,5665000.0,34.82,14.26,0.0,47.59,76.94422,45686.785,3.01,63240.00168,34.964077,1.014501586,44178.04738
2016,100.0,100.0,32.91,5665000.0,34.64,14.17,0.0,51.08,78.28352,46698.785,2.98,63680.00031,35.651855,1.989437162,45276.83144
2017,100.0,100.0,32.91,5665000.0,33.98,16.37,0.0,51.05,75.719376,47423.047,2.97,65860.00061,34.502872,2.258572433,47312.00623
2018,100.0,100.0,32.91,5665000.0,34.11,14.98,0.0,50.06,76.96802,46186.543,2.81,63060.00137,34.568928,2.501595119,51461.43322
2019,100.0,100.0,32.91,5665000.0,33.77,16.22,0.0,54.64,77.109795,48314.258,2.82,64769.99664,35.611378,1.49121085,50114.40111
2008,99.68387,90.7,116.2,5665000.0,3.08,18.24,0.0,2.21,10.806846,16933.111,5.15,30450.00076,4.1847568,10.75897816,5574.603802
2009,99.854225,92.1,110.83,170000.0,3.27,15.57,0.0,2.29,12.821948,14348.922,4.21,25500.0,4.8711276,9.296363473,4950.294791
2010,99.943794,93.1,110.41,187390000.0,4.45,14.34,0.0,3.41,19.211267,13958.922,3.82,24309.99947,7.311432,5.048944567,5843.533768
2011,99.9,94.0,109.22,20000.0,3.55,16.57,0.0,2.65,13.787722,15663.72,4.2,27280.00069,5.077954,0.1,7189.691229
2012,100.0,94.7,110.53,5665000.0,2.84,19.9,0.0,1.8,8.29493,15936.576,4.47,30110.00061,3.3373456,2.16523943,7496.294648
2013,100.0,95.2,119.83,5665000.0,2.52,20.56,0.0,1.47,6.672719,16085.35,4.28,30940.00053,2.7806928,5.809800945,7875.756953
2014,100.0,95.5,117.84,20000.0,2.12,22.03,0.0,1.29,5.5317326,16145.47,4.3,32240.00168,2.433617,2.75050703,7891.313147
2015,100.0,95.9,119.91,77640000.0,2.33,21.66,0.0,1.62,6.9587626,17438.53,4.26,31770.00046,2.757688,1.093975846,5500.310382
2016,100.0,96.2,121.57,10000.0,1.94,21.57,0.0,2.0,8.485363,17089.488,4.35,32240.00168,3.345908,-3.1,3880.738731
2017,100.0,96.4,121.23,20000.0,1.91,21.17,0.0,1.79,7.7961674,16612.637,4.37,31959.99908,3.0498044,0.2,4147.089716
2018,100.0,96.6,128.32,5665000.0,1.93,21.95,0.0,1.87,7.850546,16897.24,4.32,32729.99954,3.070157,1.5,4739.84171
2019,100.0,96.7,128.51,5665000.0,1.62,22.91,0.0,1.69,6.869919,17546.781,4.61,35509.99832,2.674584,2.5,4805.753718
2000,100.0,100.0,0.0,5665000.0,0.0,1.57,0.0,0.0,0.0,50650.19,2.33,10500.0,6.290766,3.559855155,4578.633208
2001,100.0,100.0,0.0,5665000.0,0.42,1.63,0.0,0.0,0.0,50899.527,2.19,10500.0,6.290766,3.559855155,4578.633208
2002,100.0,100.0,0.0,5665000.0,0.38,1.72,0.0,0.0,0.0,52098.81,2.23,10500.0,6.290766,3.559855155,4578.633208
2003,100.0,100.0,0.0,5665000.0,1.54,1.81,0.0,0.0,0.0,35908.117,2.32,10500.0,6.290766,3.559855155,4578.633208
2004,100.0,100.0,0.0,5665000.0,1.59,1.79,0.0,0.0,0.0,39267.47,2.27,10500.0,6.290766,3.559855155,4578.633208
2005,100.0,100.0,0.0,5665000.0,1.71,1.89,0.0,0.0,0.0,37244.637,2.1,10500.0,6.290766,3.559855155,4578.633208
2006,100.0,100.0,0.0,5665000.0,2.01,1.93,0.0,0.0,0.0,42663.53,2.0,10500.0,6.290766,3.559855155,4578.633208
2007,100.0,100.0,0.3,5665000.0,3.54,2.05,0.0,0.0,0.0,48444.41,2.0,10500.0,6.290766,3.559855155,4578.633208
2008,100.0,100.0,0.29,5665000.0,1.97,2.05,0.0,0.0,0.0,46670.273,2.08,10500.0,6.290766,3.559855155,4578.633208
2009,100.0,100.0,0.57,5665000.0,1.83,1.95,0.0,0.0,0.0,34584.957,2.23,10500.0,6.290766,3.559855155,4578.633208
2010,100.0,100.0,0.85,5665000.0,1.65,1.89,0.0,0.0,0.0,35531.06,2.14,10500.0,6.290766,3.559855155,4578.633208
2011,100.0,100.0,1.14,5665000.0,1.42,1.93,0.0,0.0,0.0,30982.486,2.35,10500.0,6.290766,3.559855155,4578.633208
2012,100.0,100.0,1.71,5665000.0,1.18,1.79,0.0,0.0,0.0,35422.555,2.5,10500.0,6.290766,3.559855155,4578.633208
2013,100.0,100.0,1.7,5665000.0,0.96,1.77,0.0,0.0,0.0,32656.572,2.98,10500.0,6.290766,3.559855155,4578.633208
2014,100.0,100.0,3.44,5665000.0,1.14,1.81,0.0,0.0,0.0,31772.066,2.65,10500.0,6.290766,3.559855155,4578.633208
2015,100.0,100.0,3.47,5665000.0,1.54,1.88,0.0,0.0,0.0,30096.48,2.33,10500.0,6.290766,3.559855155,4578.633208
2016,100.0,100.0,3.84,5665000.0,1.53,1.85,0.0,0.0,0.0,31247.096,2.12,10500.0,6.290766,3.559855155,4578.633208
2017,100.0,100.0,3.66,20000.0,1.44,1.87,0.0,0.0,0.0,36977.28,2.18,10500.0,6.290766,3.559855155,4578.633208
2018,100.0,100.0,3.54,110000.0,1.02,2.14,0.0,0.0,0.0,39876.79,2.72,10500.0,6.290766,3.559855155,4578.633208
2019,100.0,100.0,5.88,560000.0,1.14,2.1,0.0,0.0,0.0,39636.066,2.53,10500.0,6.290766,3.559855155,4578.633208
2020,100.0,100.0,5.68,5665000.0,23.3,1.99,0.0,0.0,0.0,33301.77,4.3,10500.0,6.290766,3.559855155,4578.633208
2000,32.0,8.3,1.8,3010000.0,59.06,13.93,0.0,0.94,6.3214526,1053.6212,3.14,21650.0,1.6270727,5.293294718,418.0689421
2001,35.032646,8.3,1.77,5665000.0,55.82,15.41,0.0,0.98,5.9792557,1181.6239,3.27,25780.0,1.8750032,5.077287776,415.0344043
2002,37.85107,8.4,1.74,32180000.0,54.33,16.55,0.0,1.05,5.9659085,1163.1385,3.23,27430.00031,1.3622075,3.83312394,413.0802826
2003,40.66426,8.6,1.71,46690000.0,52.62,17.47,0.0,1.12,6.0247445,1208.1465,3.2,28629.99916,1.2784041,4.739567399,446.3106757
2004,40.6,8.9,1.69,17170000.0,52.05,22.05,0.0,1.21,5.2020636,1261.467,3.1,30530.00069,1.2296964,5.23953291,475.2919302
2005,44.23,9.2,1.67,39380000.0,50.66,24.15,0.0,1.28,5.033425,1345.851,3.05,32709.99908,1.1353458,6.535944941,499.4619402
2006,50.5251,9.8,1.67,20000.0,48.69,27.86,0.0,1.39,4.7521367,1438.764,3.05,35900.00153,1.0463095,6.671904981,509.6401899
2007,46.5,10.3,1.66,50500000.0,47.19,28.45,0.0,0.76,2.6018488,1458.1193,2.98,37990.00168,1.0207374,7.058599357,558.0518407
2008,54.735516,11.0,1.68,10000.0,45.2,31.36,0.0,0.96,2.970297,1528.589,2.94,41580.00183,1.2218128,6.013789759,634.9870697
2009,57.568848,11.8,1.72,26970000.0,43.1,34.6,0.0,0.47,1.3401768,1660.9723,2.94,44750.0,0.5117601,5.045124794,702.2644196
2010,55.26,12.7,1.8,180000.0,40.28,37.65,0.0,0.84,2.182385,1685.9304,2.93,50580.00183,0.8648932,5.571788188,781.1535777
2011,59.6,13.7,1.79,236740000.0,38.41,40.67,0.0,0.99,2.3763802,1806.3944,2.85,54419.99817,0.95136946,6.464379123,861.7621622
2012,66.15557,14.7,1.92,149130000.0,37.31,44.91,0.0,0.93,2.0287957,1938.1482,2.77,57990.00168,0.82564867,6.521458781,883.1171296
2013,61.5,15.8,2.16,112940000.0,37.08,48.94,0.0,1.1,2.1982415,1991.1696,2.73,60599.99847,0.7885019,6.013605658,981.8608514
2014,62.4,17.1,2.3,90490000.0,35.32,51.78,0.0,0.81,1.5402168,2040.6984,2.66,63830.00183,0.646162,6.061059359,1118.873808
2015,74.90374,18.3,2.45,7700000.0,31.93,54.76,0.0,0.83,1.4930743,2440.7686,2.69,72190.00244,0.81840855,6.552639879,1248.45331
2016,75.92,19.3,2.52,418430000.0,30.49,63.57,0.0,1.27,1.9586676,2415.728,2.61,74379.99725,0.8060975,7.113478213,1401.564635
2017,88.0,20.6,2.65,246620000.0,28.36,67.59,0.0,1.32,1.9155419,2494.115,2.5,79339.99634,0.8946443,7.284174423,1563.767819
2018,91.8,21.9,2.72,235500000.0,26.88,72.56,0.0,1.4,1.8929151,2630.0278,2.3,83449.99695,0.7471175,7.86375358,1698.132081
2019,92.2,23.4,2.93,137390000.0,24.75,78.37,0.0,1.14,1.4337819,2916.3176,2.36,90739.99786,0.6751287,8.152684149,1855.740094
2020,96.2,25.0,3.12,5665000.0,23.3,74.41,0.0,1.31,1.7300581,2730.078,4.3,10500.0,0.6580818,3.509135882,1961.613749
2000,100.0,100.0,0.0,5665000.0,14.32,0.76,0.0,0.0,0.0,26318.064,3.83,1240.0,6.290766,4.447189623,11268.42006
2001,100.0,100.0,0.37,5665000.0,12.56,0.8,0.0,0.0,0.0,26262.209,4.01,1310.0,6.290766,-2.365464222,11209.42112
2002,100.0,100.0,0.37,5665000.0,11.3,0.83,0.0,0.0,0.0,26331.5,3.91,1370.000005,6.290766,0.787401575,11361.51677
2003,100.0,100.0,0.37,5665000.0,9.95,0.87,0.0,0.0,0.0,26508.63,3.92,1379.999995,6.290766,2.175480769,11699.37047
2004,99.99674,100.0,0.36,5665000.0,9.93,0.9,0.0,0.0,0.0,26606.236,3.97,1360.000014,6.290766,1.411598635,12512.57797
2005,99.98045,100.0,0.72,5665000.0,9.91,0.95,0.0,0.0,0.0,26715.06,3.97,1419.999957,6.290766,3.955457604,13822.74175
2006,100.0,100.0,0.72,5665000.0,9.9,0.98,0.0,0.0,0.0,26681.957,3.84,1470.000029,6.290766,5.90270029,15199.56753
2007,100.0,100.0,2.15,5665000.0,9.71,1.0,0.0,0.0,0.0,25360.926,3.81,1480.000019,6.290766,2.202086187,16770.66103
2008,100.0,100.0,2.14,5665000.0,8.63,1.01,0.0,0.0,0.0,29773.459,4.52,1779.999971,6.290766,0.701030928,17092.58214
2010,100.0,100.0,3.54,5665000.0,9.08,0.97,0.0,0.0,0.0,26839.543,4.57,1549.999952,6.290766,-2.28645384,16056.37098
2011,100.0,100.0,4.42,5665000.0,4.66,0.99,0.0,0.0,0.0,28088.297,4.61,1759.99999,6.290766,-0.673289183,16458.35321
2012,100.0,100.0,5.29,5665000.0,4.21,1.06,0.0,0.0,0.0,26331.783,4.53,2119.999886,6.290766,-0.455606178,16249.67395
2013,100.0,100.0,5.98,5665000.0,3.51,0.95,0.0,0.0,0.0,26676.488,4.51,1440.000057,6.290766,-1.406563965,16451.27931
2014,100.0,100.0,22.82,5665000.0,3.44,0.96,0.0,0.01,1.0309278,23147.074,3.98,1269.999981,6.290766,-0.124547101,16489.07224
2015,100.0,100.0,31.54,80000.0,3.16,0.97,0.0,0.01,1.0204082,24569.877,3.87,1269.999981,6.290766,2.448701961,16524.8995
2016,100.0,100.0,70.05,8860000.0,3.49,0.98,0.0,0.02,2.0,25016.707,3.86,1289.999962,6.290766,2.478698683,16900.04829
2017,100.0,100.0,73.44,5665000.0,5.13,0.98,0.0,0.03,2.970297,23670.777,3.55,1179.999948,6.290766,0.475110679,17391.66891
2018,100.0,100.0,76.82,50000.0,5.79,0.97,0.0,0.03,3.0,25095.537,3.87,1240.00001,6.290766,-0.580333154,17745.25537
2019,100.0,100.0,122.01,34100000.0,4.31,0.98,0.0,0.04,3.9215686,25172.027,3.54,1250.0,6.290766,-0.096135553,18148.49785
2006,100.0,97.5,32.91,5665000.0,7.2,29.79,0.0,0.06,0.20100503,30598.045,9.42,59119.99893,0.03601279,9.999994812,3847.434124
2007,100.0,97.9,32.91,5665000.0,7.28,29.81,0.0,0.07,0.23427042,29999.406,8.5,57650.00153,0.049696002,8.600006536,4735.657608
2008,100.0,98.15,32.91,5665000.0,7.08,32.79,0.0,0.11,0.3343465,30513.402,7.72,60529.99878,0.07290584,10.19999944,6377.369732
2009,100.0,98.5,32.91,5665000.0,7.39,28.38,0.0,0.1,0.3511236,28957.873,7.29,57400.00153,0.1132527,0.19999531,5352.583912
2010,100.0,98.7,32.91,5665000.0,7.3,32.68,0.0,0.12,0.36585367,31470.04,7.01,61669.99817,0.1292485,7.798266823,6033.686239
2011,100.0,98.8,32.91,5665000.0,7.52,30.12,0.0,0.12,0.3968254,30981.086,7.06,58549.99924,0.14303419,5.37870745,6527.173869
2012,100.0,99.0,32.91,5665000.0,7.25,28.78,0.0,0.16,0.552868,33557.434,7.24,59939.99863,0.15896934,1.687135536,6953.132515
2013,100.0,99.1,32.91,5665000.0,6.97,29.31,0.0,0.29,0.9797297,30421.854,6.39,59990.00168,0.22412229,1.003470841,7998.125239
2014,100.0,99.2,32.91,5665000.0,6.69,32.36,0.0,0.27,0.8274594,30426.229,6.4,59500.0,0.20674793,1.726384854,8341.399679
2015,100.0,99.3,32.91,5665000.0,6.83,31.73,0.0,0.29,0.90568393,27527.16,6.07,54819.99969,0.27272683,-3.829570558,5967.052204
2016,100.0,99.4,32.91,5665000.0,6.74,31.15,0.0,0.4,1.2678288,28104.533,6.18,55139.99939,0.34643993,-2.526446436,5039.681886
2017,100.0,99.4,32.91,5665000.0,7.29,31.71,0.0,0.75,2.3105361,28623.031,6.14,56009.99832,0.6887631,2.5321835,5785.670673
2018,100.0,99.5,32.91,5665000.0,7.22,35.85,0.0,0.81,2.2094927,31689.998,6.29,58950.00076,0.57909614,3.149197594,6360.062473
2019,100.0,99.5,32.91,5665000.0,7.83,36.74,0.0,0.94,2.494692,31923.436,5.97,57669.99817,0.70776963,1.4,6837.717826
2020,100.0,99.6,32.91,5665000.0,23.3,34.59,0.34,1.27,4.4475136,29768.562,4.3,10500.0,0.9897245,-0.9,6424.152176
2000,100.0,100.0,32.91,5665000.0,1.44,33.58,48.16,1.05,59.439545,72420.41,5.51,117270.0,0.43326905,3.716679384,23041.53473
2001,100.0,100.0,32.91,5665000.0,1.58,31.2,46.35,1.08,60.32049,71475.5,5.41,118340.0,0.44920528,1.099618888,22995.15752
